title,cate,scrpit,dong,roadaddress,lon,lat,phone,photo_1,photo_2,tag,tagall
유나카페,음식점,"공천포 검은모래 앞에 위치한 카페, 영화 '좋은날' 촬영지",남원,서귀포시 남원읍 공천포로 81,33.266018,126.64182,064-732-6969,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/5daa251e-6e81-45bc-b28d-67528e1acfc5.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/66940c7a-8f45-4fad-b13e-aad879701569.jpg,"카페,커피,생과일주스,감귝샐러드,음식,보말칼국수,허니브레드,자몽에이드,치즈돈까스,칼국수,아이스크림,바닐라아이스크림,초코아이스크림,녹차아이스크림,초코라떼,아이스티,복숭아아이스티,레몬아이스티,스무디,딸기스무디,망고스무디,키위스무디,쉐이크,에이드,레몬에이드,라떼,에스프레소,아메리카노,카페모카,카페라떼,카라멜마끼아또,카푸치노,고구마라떼,바닐라라떼,녹차라떼","카페,커피,생과일주스,감귝샐러드,음식,보말칼국수,허니브레드,자몽에이드,치즈돈까스,칼국수,아이스크림,바닐라아이스크림,초코아이스크림,녹차아이스크림,초코라떼,아이스티,복숭아아이스티,레몬아이스티,스무디,딸기스무디,망고스무디,키위스무디,쉐이크,에이드,레몬에이드,라떼,에스프레소,아메리카노,카페모카,카페라떼,카라멜마끼아또,카푸치노,고구마라떼,바닐라라떼,녹차라떼"
오르막가든,음식점,중문관광단지 근처에 위치한 제주산 친환경 무항생제 흑돼지만을 제공하며 놀이방 구비된 모범음식점,중문,제주특별자치도 서귀포시 대포중앙로 12,33.250298,126.43307,064-738-7755,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/796c0f03-4ff3-4a97-99d4-61e375a5bea3.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/43f0589e-117f-43eb-b414-03b279005ba0.jpg,"흑돼지,김치찌개,한식,음식,오겹살,삼겹살,항정살,가브리살,흑돼지구이,돼지구이,된장찌개,냉면","흑돼지,김치찌개,한식,음식,오겹살,삼겹살,항정살,가브리살,흑돼지구이,돼지구이,된장찌개,냉면,공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움"
안다미로,음식점,주먹밥이 함께 나오는 국수전문점,조천,제주특별자치도 제주시 조천읍 비자림로 648,33.436306,126.67667,064-783-0668,https://api.cdn.visitjeju.net/photomng/imgpath/201910/15/5b6d183b-2420-47a6-bbbd-9382f8e8675d.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201910/15/971975db-e014-49c4-8ebf-41d02b78d912.jpg,"토종닭,백숙,코스요리,음식,닭볶음탕,닭도리탕,오리고기,메밀국수,냉소바","토종닭,백숙,코스요리,음식,닭볶음탕,닭도리탕,오리고기,메밀국수,냉소바,공용주차장,현금결제,카드결제,화장실,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움"
방모루,음식점,각종 해산물 요리 전문점,구좌,제주특별자치도 제주시 구좌읍 김녕로21길 7,33.5566058,126.755365,010-2691-5862,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/357f95a6-f250-4635-bdee-c14f47eeb1cc.png,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/d8271b24-4703-4478-a93c-dee8e048f0b3.png,"돌솥전복밥,회,돌솥밥,음식,옥돔,옥돔구이,갈치,갈치조림,제주갈치조림,물회,고등어조림,갈치구이,고등어구이,전복구이,자리물회,한치물회,전복물회,전복돌솥밥,전복뚝배기,해물뚝배기,전복죽,성게미역국,미역국","돌솥전복밥,회,돌솥밥,음식,옥돔,옥돔구이,갈치,갈치조림,제주갈치조림,물회,고등어조림,갈치구이,고등어구이,전복구이,자리물회,한치물회,전복물회,전복돌솥밥,전복뚝배기,해물뚝배기,전복죽,성게미역국,미역국,현금결제,카드결제,화장실"
딜다책방,쇼핑,우리의 삶과 문화를 ‘딜다보다’,제주시내,제주특별자치도 제주시 삼성로1길 1,33.505493,126.527405,064-723-4441,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/ccdb501a-8349-4157-bc53-fe4c48c271d2.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/fe73826b-d505-4dc2-b43c-801fa4b44f74.jpg,"쇼핑,서점,기념품,관광기념품,상점/상가","쇼핑,서점,기념품,현금결제,카드결제,화장실,아주 어려움"
제일토산품,쇼핑,관덕정과 지하상가 인근에 위치한 관광특산품점,제주시내,제주특별자치도 제주시 관덕로 22-1,33.512978,126.52185,064-753-7319,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/676ab72b-2007-4f76-95e1-33bd1798f044.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/d1818b2d-272e-4e54-9286-5a0f7987bd93.jpg,"특산품,쇼핑,관광기념품,상점/상가","특산품,착한가격 업소"
천제연토속음식점,음식점,제주 별미인 오분작구이와 갈치회를 세트로 맛볼 수 있는 중문관광단지에 위치한 제주토속음식전문점,서귀포시내,제주특별자치도 서귀포시 천제연로 45,33.2569568,126.4111595,064-738-3120,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/8ba97580-082f-4e4f-9e90-82e17a30433b.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/2efb78b8-50bb-4c8a-9261-916de0ab4541.jpg,"갈치,옥돔,고등어,한식,향토음식,음식,갈치조림,제주갈치조림,성게미역국,성게비빔밥,전복뚝배기,전복물회,전복죽,무장애관광","갈치,옥돔,고등어,한식,향토음식,음식,갈치조림,제주갈치조림,성게미역국,성게비빔밥,전복뚝배기,전복물회,전복죽,무장애관광,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설,단차없음,아주 어려움"
중문수원음식점,음식점,중문관광단지 입구에 위치한 2대째 전통을 이어가는 식당,중문,제주특별자치도 서귀포시 천제연로 83,33.255245,126.41463,064-738-3875,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/bb75cc70-ba7e-4ca1-a408-09cfb88cc800.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/49c1cfac-c786-42c5-b806-01f9d77ef0ed.jpg,"흑돼지,은갈치회,오분작뚝배기,음식,갈치,향토음식","흑돼지,은갈치회,오분작뚝배기,음식,갈치,향토음식,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설"
명문가시리식당,음식점,몸국이 인기인 한식당전문점 명문가시리식당,표선,제주특별자치도 서귀포시 표선면 중산간동로 5218,33.35289,126.77083,064-787-1121,https://api.cdn.visitjeju.net/photomng/imgpath/202307/13/852ba0dd-5b2d-491c-b226-6a190d2fdeed.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202307/13/94b07979-d184-4ec2-9d7a-8e7e0b712d51.jpg,"흑돼지,몸국,고기국수,보말국,두루치기,음식","흑돼지,몸국,고기국수,보말국,두루치기,음식,공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움,착한가격 업소"
제주소랑,쇼핑,제주 명월리 특산물 명월초 관련 건강식품 제조 및 판매,한림,제주특별자치도 제주시 한림읍 명상로 19,33.374916,126.281364,070-8232-8242,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/101cbc6b-ed9d-4cb7-9d6d-89d1e8f6596b.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/e0343d3d-8dad-40e8-aba5-124194b8c8fd.jpg,"쇼핑,관광기념품,상점/상가","쇼핑,관광기념품,상점/상가,현금결제,카드결제"
동그라미가든,음식점,한국최조 신농업지식인으로 선정된 개발자의 무항생 돼지고기를 저렴한 가격에 제공하는 착한가격업소,서귀포시내,제주특별자치도 서귀포시 1100로 217,33.2663765,126.4459258,064-739-5433,https://api.cdn.visitjeju.net/photomng/imgpath/202307/14/d5ae1fc9-5ed0-4cde-898f-727995fa792a.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202307/14/c3a0fd21-b34c-4c9a-af9a-f9662b92142d.jpg,"무항생돼지,정식,한식,음식,무장애관광","무항생돼지,정식,한식,음식,무장애관광,공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,경보 및 피난시설,단차없음,어려움,착한가격 업소"
별도포구,관광지,"제주의 관문, 역사 속의 별도포구",제주시내,제주특별자치도 제주시 화북1동 4269-12,33.52501,126.564995,--,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/0bc328fe-e905-46a8-b2b9-78c0dfac6b5b.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/f8b94db7-1969-4662-9ba9-5249d9646fe6.jpg,"포구,해변,문화유적지,자연경관,역사유적","포구,해변,문화유적지,아주 어려움"
몬스터살롱,음식점,한우와 흑돼지로 만든 햄버거 전문점,제주시내,제주특별자치도 제주시 애월읍 일주서로 6017,33.448254,126.30728,064-799-5310,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/b907178d-43de-4a30-8b7e-e94412b941ff.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/47b35dc7-b24d-4e12-befc-c35d19eaccf5.jpg,"봉자주스,흑돼지버거,한우버거,음식,츄러스,햄버거,치즈버거,감자튀김,에스프레소,아메리카노,카페라떼,바닐라라떼,카페모카,카라멜마끼아또,초코라떼,그린티라떼,주스,자몽주스,오렌지주스,에이드,레몬에이드,유자에이드,자몽에이드,오렌지에이드,아이스티,복숭아아이스티,레몬아이스티,쉐이크,라떼,차,유자차,레몬차,모과차,맥주","봉자주스,흑돼지버거,한우버거,음식,츄러스,햄버거,치즈버거,감자튀김,에스프레소,아메리카노,카페라떼,바닐라라떼,카페모카,카라멜마끼아또,초코라떼,그린티라떼,주스,자몽주스,오렌지주스,에이드,레몬에이드,유자에이드,자몽에이드,오렌지에이드,아이스티,복숭아아이스티,레몬아이스티,쉐이크,라떼,차,유자차,레몬차,모과차,맥주,현금결제,카드결제,화장실"
인한복,쇼핑,인한복은 한복체험 서비스를 제공한다.,제주시내,제주특별자치도 제주시 정존3길 1-3,33.48196,126.473465,064-757-3118,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/17247f07-baf3-429e-84db-4ed795a461f6.png,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/4ad60920-56c5-4691-9e9b-ca655a1691e3.png,"체험,쇼핑,관광기념품,상점/상가",체험
모노클제주,음식점,남원읍 제주동백수목원 가까이에 있는 감성 카페,남원,제주특별자치도 서귀포시 남원읍 태위로360번길 30-8,33.2709058,126.6584811,070-7576-0360,https://api.cdn.visitjeju.net/photomng/imgpath/201812/27/8ab71629-25cf-4407-88d3-5a265ff9b7a4.JPG,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201812/27/ad1ea3c5-5a8f-4fc4-82b5-04d6db97f4d4.JPG,"카페,커피,음료,베이커리,음식,디저트,아메리카노,바닐라라떼,카페라떼,카페모카,아인슈페너,라떼,플랫화이트,스파클링,콜드브루,아이스티,에이드,차,밀크티,생과일주스,녹차,홍차,꽃차","카페,커피,음료,베이커리,음식,디저트,아메리카노,바닐라라떼,카페라떼,카페모카,아인슈페너,라떼,플랫화이트,스파클링,콜드브루,아이스티,에이드,차,밀크티,생과일주스,녹차,홍차,꽃차"
그옛맛,음식점,전통의 맛을 느낄 수 있는 돌솥밥전문점,제주시내,제주특별자치도 제주시 서사로24길 12,33.498505,126.51864,064-758-5532,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/60410bde-9d23-41f2-b4f6-16ec3e03441c.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/dcabe8e3-48ff-4b08-99c7-1a90f09bf537.jpg,"전복돌솥밥,돌솥정식,옥돔구이,한식,음식,전복,전복해물탕,해물뚝배기,성게미역국,무장애관광","전복돌솥밥,돌솥정식,옥돔구이,한식,음식,전복,전복해물탕,해물뚝배기,성게미역국,무장애관광,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설,단차없음,어려움"
춘미향 식당,음식점,온 가족이 뭉쳐 어머니의 손맛으로 대접하는 시골길 식당. 신선한 식재료로 가격 대비 질 좋은 밥상을 내어 오는 식당.,안덕,제주특별자치도 서귀포시 안덕면 산방로 382,33.231575,126.296295,064-794-5558,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/5122c1ed-9ad6-4551-a772-3975af694efa.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/8fd58b05-4cd7-412b-a14b-109a9522ee83.jpg,"돈목살,보말미역국,옥돔구이,정식,음식,몸국,흑돼지,두루치기,목살,갈치조림,제주갈치조림,2022고메페스타,한정식,성게전복미역국,흑돼지두루치기,근고기,새우장,김치찜","돈목살,보말미역국,옥돔구이,정식,음식,몸국,흑돼지,두루치기,목살,갈치조림,제주갈치조림,2022고메페스타,한정식,성게전복미역국,흑돼지두루치기,근고기,새우장,김치찜,현금결제,카드결제,음료대"
털보네 고양이,음식점,위미리에서 맛보는 일본 가정식,남원,제주특별자치도 서귀포시 남원읍 태위로 381,33.2753832,126.6879596,,https://api.cdn.visitjeju.net/photomng/imgpath/201807/03/9414ac3d-35f2-4e6d-a519-58c9dc91feec.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201807/03/75268bf3-2dbc-469f-b7da-634225cfb3b6.jpg,"덮밥,가정식,음식,짬뽕,감자고로케,샐러드,우동,치킨,치킨샐러드,라면,샐러드우동,짬뽕라면","덮밥,가정식,음식,짬뽕,감자고로케,샐러드,우동,치킨,치킨샐러드,라면,샐러드우동,짬뽕라면,어린이 출입불가"
일일 서점지기 되어보기 <어쩌다 제주에서 사장> ,테마여행,"푸르게 빛나는 바다, 싱그러운 자연, 느긋하고 고요한 제주. 이곳은 잠시 머무는 여행자들을 오랜 시간 빠져들게 만드는 매력적인 곳이다. 제주에 살며 나만의 가게를 운영하고 싶은 로망은 누구나 있기 마련! ‘책은 선물’에서 작은 로망을 실현할 기회가 있다. 제주 여행에서 하루쯤 책방지기가 되어 보자.",,,,,,https://api.cdn.visitjeju.net/photomng/imgpath/202209/21/be7996a5-d888-4145-aace-5a032887d480.JPG,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202209/21/611c520c-2f97-48de-9188-902fba2038b1.JPG,"어쩌다사장, 제주에서한달살이, 책방지기, 독립서점, 신창포구, 쓰쓰카페, 이후북스, 책은선물","어쩌다사장, 제주에서한달살이, 책방지기, 독립서점, 신창포구, 쓰쓰카페, 이후북스, 책은선물"
4·3해원방사탑,관광지,다시는 이 땅에 4․3과 같은 비극이 재발되지 않도록 돌을 쌓아 만든 방사탑,제주시내,제주특별자치도 제주시 신산로 82,33.50547,126.53451,--,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/068e026d-6963-49d9-91de-7f11236e9966.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/0e07ab7d-c223-4b36-a76e-921b08af85d7.jpg,"4.3,문화유적지,문화관광,제주4.3,역사유적,어트랙션","4.3,문화유적지"
안트레,음식점,"앤티크하고 빈티지한 분위기의 한담 해안 산책로 인근 카페 
",애월,제주특별자치도 제주시 애월읍 애월로 11,33.4600513,126.3113009,0507-1342-1138,https://api.cdn.visitjeju.net/photomng/imgpath/201812/26/a3b4e21d-1342-4403-be90-97ab314a81e8.JPG,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201812/26/927021de-ce8d-4380-bd53-1b34f47bfdf9.JPG,"카페,커피,음료,당근케이크,음식,케이크","카페,커피,음료,당근케이크,음식,케이크,어린이 출입불가"
2019년 5월 놓치지 말아야 할 제주 관광 10선 <‘함께’라 더 좋은 팰롱팰롱 오월 제주>,테마여행,"하나보단 둘이 좋은 이유, 둘보단 셋이 좋은 이유. 나열하자면 끝도 없겠지만 그날의 바람과 햇살, 그날의 공기의 질감을 공유하고 나눌 수 있다는 데 가장 큰 의미가 있지 않을까. 함께한다는 이유만으로도 우리는 서로가 서로에게 유일한 사람이 된다. 반짝반짝 빛나는 오월 제주에서 사랑하는 가족과 연인, 친구와 함께 알록달록 눈 맞추며 선물 같은 시간을 가져가시길. 그 충만함과 따뜻함이 다시 일상으로 돌아갈 우리에게 토닥토닥 응원이 되어줄 것이다.  ",,,,,,https://api.cdn.visitjeju.net/photomng/imgpath/201904/19/1d54f58f-9ccf-4d26-a2aa-94df48858fb5.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201904/19/5b600582-b838-4a0e-b043-73f6eea1624a.jpg,"고산리,다크투어,해녀,단산,리마인드 웨딩,신화월드,피규어,귤꽃 카페,놀젠?놀장!,승마,낙타 트레킹,돌문어,관광10선","고산리, 다크투어, 해녀, 단산, 리마인드 웨딩, 신화월드 , 피규어, 귤꽃 카페, 놀젠?놀장!, 승마, 낙타 트레킹, 돌문어"
타오하우스,관광지,맛과 향을 만끽하는 핸드드립 커피체험,제주시내,제주특별자치도 제주시 도두봉6길 9-1,33.5082788,126.4723912,0507-1404-0328,https://api.cdn.visitjeju.net/photomng/imgpath/202306/20/5500f4f9-99e7-4a0b-9c73-73f4eb4a91aa.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202306/20/c45a88dd-6485-43f8-b358-aeda2bb2a3c2.jpg,"제주시내, 도두, 커피, 핸드드립, 이색체험","제주시내, 도두, 커피, 핸드드립, 이색체험,실내,하,3시간 이상"
브레이브독스,관광지,"브레이브 독스는 반려견을 위한 모든 것을 갖춘 곳이다. 반려견과 잠시 쉬어갈 수 있는 카페부터 유치원과 호텔, 애견 미용까지 한 곳에서 모두 해결할 수 있다. 그야말로 강아지들을 위한 원스톱 공간이다. ",한림,제주특별자치도 제주시 한림읍 한수풀로 138,33.4218294,126.2766113,0507-1313-4026,https://api.cdn.visitjeju.net/photomng/imgpath/202002/21/74d15041-a95b-4ebc-bac8-d6827a74c89d.JPG,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202002/21/50e8d9ef-01e7-4768-8bed-7604ed4538d0.JPG,"카페,음식,어트랙션",반려견
제주국제예술센터,관광지,제주의 문화와 예술이 담긴 곳,대정,제주특별자치도 서귀포시 대정읍 서삼중로 117,33.27183,126.19944,064-792-3387,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/f6357053-8f5e-474e-9d7c-f1156d22109a.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/37f5a672-0041-415b-a7a8-eb39bbd725cd.jpg,"예술,실내,미술/박물관,흐림,사계절,실내관광지,어트랙션","예술,실내,미술/박물관,흐림,사계절,실내관광지,어트랙션,공용주차장,아주 어려움"
[같이가치 제주여행] 07. 햇빛 아래 앉아 맞이하는 바다 손님,테마여행,"제주도는 어느 곳으로 달려도 아름다운 바다의 풍경을 눈에 담을 수 있는 곳이다. 본토와는 다른 매력의 섬으로서 어디로 가든 질리지 않는 해안도로가 섬 전체를 둘러싸고 있다. 이러한 해안도로는 다양한 이동수단으로 여행하는 방문객들에게 최고의 풍광을 제공한다. 외국의 멋진 해안가에 뒤지지 않는 에메랄드 빛 제주 바닷길은 다녀와 본 사람만이 그 진가를 알 수 있다. 제주별의 여행자는 사람만이 아니다. 날아온 섬 비양도, 선인장군락지의 멕시코 선인장, 싱계물공원의 풍차까지 따스한 햇빛 아래서 여러분들과 같이 여행을 하는 바다손님이 있다. 조용한 자리를 잡고 앉아 바다손님들을 눈에 담아보길 바란다.
",,,,,,https://api.cdn.visitjeju.net/photomng/imgpath/202110/27/4d1ecc0c-764e-49b4-8da4-d35209da3b57.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202110/27/f0efac33-f41c-4046-ad94-95bda678defa.jpg,"부모,커플,혼자,친구,아이,같이가치,무장애여행","부모,커플,혼자,친구,아이,같이가치,무장애여행"
[같이가치 제주여행] 18. 산길 따라 따뜻한 남원으로 떠나는 여행,테마여행,"따뜻한 제주에서도 서귀포 남원읍은 겨울의 찬바람이 불어와도 여전히 포근하다. 제주에서 가장 많은 감귤을 재배하기도 하고 아름다운 동백이 피기도 하는 아름다운 동네이다. 겨울이 시작되어도 따뜻한 바람이 불어오는 서귀포 남원에서의 여행은 이제부터 시작이다. 산길을 따라 바다까지 내려 가자. 웅장한 한라산의 자태와 따뜻한 제주 남쪽 바다를 느껴보게 되면 제주가 더 좋아 질지 모른다.
",,,,,,https://api.cdn.visitjeju.net/photomng/imgpath/202110/23/a75d453c-baf4-44ec-af0e-caee925f9aeb.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202110/23/f2c708e0-a8ce-4804-bbd8-c76c26a86d5b.jpg,"부모,커플,혼자,친구,아이,같이가치,무장애여행","부모,커플,혼자,친구,아이"
부지깽이,음식점,"보말국, 각종생선조림이 전문인 착한가격업소",제주시내,제주특별자치도 제주시 광양13길 11-2,33.4992737,126.5316548,064-723-3522,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/55d7aab8-6763-4285-a38c-048b33361ef3.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/f6769f83-0f90-4b17-ab50-0d43b1efcfec.jpg,"보말국,조림,고등어회,한식,향토음식,음식,고등어,고등어구이,고등어조림,착한가격업소","보말국,조림,고등어회,한식,향토음식,음식,고등어,고등어구이,고등어조림,착한가격업소,공용주차장,현금결제,카드결제,화장실,음료대,유도 및 안내시설,아주 어려움,착한가격 업소"
방듸,음식점,아쿠아플라넷가는 길목에 위치한 건물색이 눈에띄는 카페 방듸입니다.,제주시내,제주특별자치도 제주시 남광로 9,33.4925794,126.5371184,0507-1357-3541,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/1d04208c-8cad-41c3-a1ca-57e3cc80a998.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/65eb664b-1fa3-46c6-853e-5e0f9cf839ad.jpg,"카페,커피,드립커피,디저트,음식,아메리카노,핸드드립커피,팥빙수,수제마카롱,수제청","카페,커피,드립커피,디저트,음식,아메리카노,핸드드립커피,팥빙수,수제마카롱,수제청,공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설,아주 어려움"
몽몽까까,관광지,반려동물 수제간식을 판매하는 이곳은 무인 가게로 24시간 언제든 편하게 방문해 구매할 수 있다.,제주시내,제주특별자치도 제주시 도남로 189,33.4857467,126.5345589,0507-1428-5582,https://api.cdn.visitjeju.net/photomng/imgpath/202308/23/461724d6-7a99-47dd-b310-2f095450e179.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202308/23/71a53e27-ba80-4bc3-b42d-4a1c2d9b286c.jpg,"반려동물수제간식, 반려동물,반려동물동반입장,혼저옵서개,반려동물공간_기타","반려동물수제간식, 반려동물,반려동물동반입장,혼저옵서개,반려동물공간_기타,공용주차장,유도 및 안내시설"
동복환해장성,관광지,외구 침입에 대비해 쌓은 동복 환해 장성,구좌,제주특별자치도 제주시 구좌읍 동복리,33.53544,126.71806,--,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/23bb3a3b-f646-4d38-ae51-33bfdcbc57c8.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/6e9f848d-c233-4b3b-9c8f-1d2ac27f9fe4.jpg,"문화유적지,흐림,문화관광,역사유적","문화유적지,흐림"
한라동물종합병원,관광지,한라동물종합병원은 일도2동에 위치하였다.,제주시내,제주특별자치도 제주시 고마로 37,33.5108854,126.5390598,064-753-0880,https://api.cdn.visitjeju.net/photomng/imgpath/202308/29/3a812ddf-c9fb-4203-884c-e1634e943f3f.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202308/29/563e0c1d-c291-48f1-8e2e-8e585055ab41.jpg,"반려동물병원,반려동물,반려동물동반입장,혼저옵서개,반려동물공간_기타","반려동물병원,반려동물,반려동물동반입장,혼저옵서개,반려동물공간_기타,화장실,무료 WIFI,유도 및 안내시설"
사봉낙조를 기다리며 <도심 속 오름 사라봉 걷기>,테마여행,"현지인의 일상을 공유하는 느낌의 산책로, 백 년 세월 제주 바다를 지켜온 산지등대, 세계 최초 나눔문화 기념관인 김만덕기념관, 그리고 책과 함께 여유를 즐길 수 있는 우당도서관까지, 온종일 사라봉 일대에 머물러도 지루할 새 없는 다섯 가지 방법을 소개한다.",region1>,제주특별자치도 제주시 사라봉동길 74,33.518055,126.54605,--,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/aec5f7d8-0498-433a-8c8a-9f23c57ece32.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/17e0100c-d184-4a98-b371-fe379230b98b.jpg,"자연,오름,걷기/등산,경관/포토,맑음,포토스팟","자연,오름,걷기/등산,경관/포토,맑음,포토스팟,어려움"
블루사이공,음식점,항몽유적지 근처에 있는 베트남 음식 전문점. ,애월,제주특별자치도 제주시 애월읍 중산간서로 6333,33.4571368,126.407921,064-742-8621,https://api.cdn.visitjeju.net/photomng/imgpath/201903/25/bceb43a7-6901-4b5f-bf89-d294515d08d0.JPG,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201903/25/3c875a9f-3e4a-4448-b50b-951ce5716462.JPG,"반미,쌀국수,분띳능,음식,소고기쌀국수,새우볶음밥,볶음밥,분짜,샌드위치,비빔국수,매운쌀국수,베트남쌀국수,퍼보","반미,쌀국수,분띳능"
길림성,음식점,제주의 대표적인 중화냉우동 맛집,제주시내,제주특별자치도 제주시 남성로 37,33.5036633,126.5128253,064-724-6660,https://api.cdn.visitjeju.net/photomng/imgpath/202207/06/6eeb4f65-d694-4184-a37a-17a514a2d6c1.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202207/06/05a3ecca-6e68-4d6b-a301-ee2003ddd59f.jpg,"음식,식당,중식,냉우동,짜장면,짬뽕,탕수육,안전여행스탬프,쟁반짜장,볶음밥,간짜장,우동,삼선짜장,고추짬뽕,삼선짬뽕,짬뽕밥,잡채밥,삼선볶음밥,새우볶음밥,송이덮밥,잡탕밥,고기짬뽕,고기짬뽕밥,낙지덮밥,고추잡채밥,깐풍기,양장피,라조육,난자완스,고추잡채,유산슬,팔보채,깐쇼새우","음식,식당,중식,냉우동,짜장면,짬뽕,탕수육,안전여행스탬프,쟁반짜장,볶음밥,간짜장,우동,삼선짜장,고추짬뽕,삼선짬뽕,짬뽕밥,잡채밥,삼선볶음밥,새우볶음밥,송이덮밥,잡탕밥,고기짬뽕,고기짬뽕밥,낙지덮밥,고추잡채밥,깐풍기,양장피,라조육,난자완스,고추잡채,유산슬,팔보채,깐쇼새우"
해녀의 부엌 북촌점,음식점,해산물 파인 다이닝과 미디어 아트,조천,제주특별자치도 제주시 조천읍 북촌9길 31,33.5498675,126.6935047,070-5224-1828,https://api.cdn.visitjeju.net/photomng/imgpath/202211/14/361993d2-e57f-4734-8179-5da3f397f4a8.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202211/14/8068170f-2c44-4173-97b0-952edef96d35.jpg,"해녀,해산물,럭셔리트래블인제주,빙떡,소라,뿔소라,돔베고기,생선구이,음식","해녀,해산물,럭셔리트래블인제주,빙떡,소라,뿔소라,돔베고기,생선구이,음식,현금결제,카드결제,화장실,카드결제,현금결제,가능"
루인홈,쇼핑,조용한 중산간 마을에서 부부가 함께 꾸려가는 핸드메이드 소품가게,조천,제주특별자치도 제주시 조천읍 중산간동로 804-64,33.4891339,126.6677203,070-7938-6322,https://api.cdn.visitjeju.net/photomng/imgpath/202306/08/9d9f7f77-5175-493c-8dd4-421809cfe28e.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202306/08/8d82d128-a668-41f4-9367-f1fd7c8e11d0.jpg,"조천, 대흘리, 소품샵, 캔들","조천, 대흘리, 소품샵, 캔들"
